training_id,emp_id,department,training_type,training_date,duration_hours,completion_status,score,cost_per_person,trainer_type,certification
TRN01524,EMP00520,Engineering,Sales Training,2022-03-03,40,Completed,51,25000,External,1
TRN01525,EMP01653,Legal,Project Management,2021-01-08,16,Not Started,82,50000,Internal,0
TRN01526,EMP00951,Sales,Data Analysis,2022-09-23,40,Completed,89,50000,External,0
TRN01527,EMP00668,Legal,Project Management,2021-07-15,40,In Progress,75,5000,Internal,1
TRN01528,EMP00578,Customer Success,Technical Skills,2021-11-16,4,In Progress,55,50000,Internal,1
TRN01529,EMP01813,Product,Communication,2024-05-20,24,Completed,80,25000,External,0
TRN01530,EMP00240,Product,Data Analysis,2022-11-11,16,Completed,93,25000,External,0
TRN01531,EMP00269,Legal,Data Analysis,2024-11-16,16,Not Started,68,50000,External,1
TRN01532,EMP01874,Customer Success,Technical Skills,2021-03-29,4,Completed,97,25000,External,0
TRN01533,EMP01730,Product,Agile Scrum,2020-01-29,8,Completed,82,5000,Online,0
TRN01534,EMP00967,Product,Product Knowledge,2020-11-15,8,Completed,64,25000,External,0
TRN01535,EMP00781,Sales,Leadership,2020-01-25,8,Completed,62,10000,Online,0
TRN01536,EMP00191,Customer Success,Agile Scrum,2021-12-06,40,Completed,87,10000,Internal,1
TRN01537,EMP01281,Data Analytics,Project Management,2020-07-01,24,Completed,74,5000,External,0
TRN01538,EMP00708,Product,Data Analysis,2020-03-31,24,Completed,51,5000,Internal,0
TRN01539,EMP00115,Sales,Technical Skills,2022-09-17,8,Not Started,68,10000,Internal,1
TRN01540,EMP01981,Engineering,Data Analysis,2020-05-26,16,Completed,97,50000,Online,0
TRN01541,EMP01169,Operations,Data Analysis,2023-05-09,40,Completed,80,15000,External,1
TRN01542,EMP01608,Finance,Sales Training,2020-05-24,4,In Progress,67,15000,Internal,0
TRN01543,EMP00756,Legal,Compliance,2020-06-09,16,Completed,90,15000,External,1
TRN01544,EMP01577,Data Analytics,Data Analysis,2022-05-31,16,Completed,59,50000,Internal,0
TRN01545,EMP01512,Product,Communication,2020-05-16,4,In Progress,55,10000,Online,0
TRN01546,EMP01483,Sales,Product Knowledge,2021-02-20,40,Completed,68,5000,Online,0
TRN01547,EMP00278,Product,Excel & BI Tools,2023-02-18,40,Completed,81,50000,Online,0
TRN01548,EMP00168,Finance,Product Knowledge,2023-10-15,4,Completed,85,15000,External,1
TRN01549,EMP01459,Engineering,Excel & BI Tools,2022-01-17,16,Completed,62,5000,Online,0
TRN01550,EMP01316,Customer Success,Compliance,2022-07-12,4,Not Started,74,50000,Internal,1
TRN01551,EMP01886,Legal,Excel & BI Tools,2021-06-06,8,Completed,96,50000,External,1
TRN01552,EMP00232,Product,Product Knowledge,2022-08-31,4,In Progress,57,5000,External,1
TRN01553,EMP01126,HR,Agile Scrum,2021-05-03,40,Not Started,81,25000,External,0
TRN01554,EMP01219,Marketing,Data Analysis,2021-05-06,4,Not Started,52,10000,Internal,1
TRN01555,EMP01705,Data Analytics,Product Knowledge,2020-11-14,24,Completed,66,50000,Online,1
TRN01556,EMP01475,Data Analytics,Compliance,2023-10-30,8,In Progress,75,5000,External,0
TRN01557,EMP00476,Engineering,Communication,2024-09-13,8,Completed,58,25000,Online,0
TRN01558,EMP00049,Product,Technical Skills,2021-10-20,16,Completed,53,10000,External,0
TRN01559,EMP00421,HR,Technical Skills,2021-08-26,16,Completed,63,15000,Internal,1
TRN01560,EMP00211,HR,Communication,2024-10-02,40,Not Started,99,50000,External,0
TRN01561,EMP01057,Product,Project Management,2024-07-17,16,Completed,73,10000,Online,0
TRN01562,EMP00355,Legal,Data Analysis,2024-06-26,8,Completed,78,50000,External,0
TRN01563,EMP01967,Legal,Compliance,2023-05-16,16,In Progress,60,50000,Online,0
TRN01564,EMP01510,Engineering,Product Knowledge,2024-11-08,16,Completed,94,25000,External,0
TRN01565,EMP01008,Customer Success,Data Analysis,2021-08-11,24,Completed,78,10000,Internal,0
TRN01566,EMP01990,Finance,Communication,2021-07-03,4,Completed,52,10000,Online,0
TRN01567,EMP00726,HR,Sales Training,2023-02-22,4,Completed,88,15000,Online,0
TRN01568,EMP00678,Customer Success,Leadership,2020-10-21,8,Completed,83,50000,External,0
TRN01569,EMP01194,Data Analytics,Compliance,2022-09-03,4,Completed,65,10000,Online,1
TRN01570,EMP01481,Data Analytics,Agile Scrum,2023-06-01,24,Not Started,93,50000,External,0
TRN01571,EMP01257,Finance,Sales Training,2020-03-14,8,Not Started,75,50000,Online,0
TRN01572,EMP00377,HR,Communication,2021-01-20,40,Completed,71,15000,External,0
TRN01573,EMP00560,HR,Sales Training,2024-04-15,8,Completed,72,15000,External,1
TRN01574,EMP01496,Product,Agile Scrum,2022-12-04,4,Completed,70,15000,External,0
TRN01575,EMP00657,Sales,Project Management,2023-11-02,40,Completed,83,10000,Internal,0
TRN01576,EMP00525,Marketing,Agile Scrum,2023-06-04,24,Completed,93,25000,Internal,0
TRN01577,EMP00337,Operations,Communication,2022-08-18,40,Completed,56,15000,Online,0
TRN01578,EMP00018,Finance,Communication,2024-10-14,16,In Progress,54,5000,External,0
TRN01579,EMP01125,Operations,Data Analysis,2022-01-24,8,Completed,56,10000,Online,1
TRN01580,EMP00755,HR,Sales Training,2020-10-31,8,Completed,72,5000,Online,0
TRN01581,EMP01453,Product,Agile Scrum,2023-09-25,4,Completed,81,50000,External,1
TRN01582,EMP00121,Customer Success,Agile Scrum,2024-05-06,8,Completed,90,10000,Internal,0
TRN01583,EMP00658,Engineering,Technical Skills,2020-02-12,8,Completed,98,5000,Online,0
TRN01584,EMP00401,Engineering,Sales Training,2023-07-16,40,Completed,78,15000,External,1
TRN01585,EMP00055,Product,Project Management,2021-02-02,40,Completed,88,50000,Online,1
TRN01586,EMP00166,HR,Sales Training,2020-03-16,24,Completed,93,5000,Internal,0
TRN01587,EMP00293,HR,Technical Skills,2024-03-18,16,Completed,61,5000,Online,1
TRN01588,EMP01054,Marketing,Project Management,2024-08-05,24,Completed,62,10000,External,0
TRN01589,EMP00493,Sales,Sales Training,2022-01-19,16,Completed,54,10000,Internal,1
TRN01590,EMP00176,Sales,Data Analysis,2021-03-13,16,In Progress,77,5000,Online,1
TRN01591,EMP00279,Engineering,Technical Skills,2020-07-24,4,Completed,79,15000,External,0
TRN01592,EMP00095,Sales,Project Management,2022-08-27,24,Not Started,90,15000,Online,0
TRN01593,EMP01832,Product,Compliance,2022-02-04,40,Completed,77,5000,Internal,1
TRN01594,EMP01877,Data Analytics,Sales Training,2022-12-22,4,Completed,87,15000,Internal,0
TRN01595,EMP01832,Product,Technical Skills,2020-04-19,8,Completed,90,15000,External,1
TRN01596,EMP01157,Marketing,Agile Scrum,2024-12-20,40,Completed,50,10000,Internal,0
TRN01597,EMP00756,Legal,Product Knowledge,2020-03-03,40,Completed,94,5000,Online,1
TRN01598,EMP01429,Data Analytics,Leadership,2023-10-22,16,Completed,54,5000,Internal,0
TRN01599,EMP00290,Engineering,Data Analysis,2020-12-08,40,Completed,71,10000,External,1
TRN01600,EMP00307,Product,Project Management,2024-10-25,16,Completed,71,5000,External,0
TRN01601,EMP00758,Legal,Sales Training,2024-07-22,40,Completed,56,15000,External,0
TRN01602,EMP01319,Engineering,Excel & BI Tools,2021-01-24,24,Completed,97,50000,Internal,1
TRN01603,EMP00535,Data Analytics,Project Management,2020-07-06,40,Completed,99,15000,External,0
TRN01604,EMP00663,HR,Communication,2024-02-29,4,Completed,53,50000,Online,0
TRN01605,EMP00892,HR,Leadership,2020-07-05,8,Completed,99,25000,Internal,0
TRN01606,EMP01524,Sales,Technical Skills,2023-03-26,40,In Progress,83,25000,Internal,1
TRN01607,EMP00191,Customer Success,Communication,2024-11-24,4,Completed,96,50000,External,0
TRN01608,EMP01248,HR,Agile Scrum,2022-10-12,4,In Progress,69,15000,Online,0
TRN01609,EMP00197,HR,Compliance,2022-07-24,16,In Progress,65,10000,External,0
TRN01610,EMP00912,Legal,Agile Scrum,2021-07-23,4,Completed,70,10000,Online,0
TRN01611,EMP01277,Operations,Project Management,2020-04-12,40,In Progress,58,10000,Internal,1
TRN01612,EMP00447,Data Analytics,Agile Scrum,2020-04-05,8,Completed,51,15000,Internal,0
TRN01613,EMP00214,Marketing,Compliance,2020-05-09,4,Completed,93,15000,Online,1
TRN01614,EMP00575,Marketing,Project Management,2022-07-25,8,Completed,58,15000,Online,0
TRN01615,EMP01143,Finance,Data Analysis,2023-11-27,24,Completed,80,50000,Internal,0
TRN01616,EMP01531,Customer Success,Communication,2022-01-09,16,Completed,57,10000,External,1
TRN01617,EMP00556,Data Analytics,Excel & BI Tools,2021-03-30,24,Completed,66,15000,Online,1
TRN01618,EMP01959,Operations,Sales Training,2021-08-07,8,Completed,93,10000,Internal,0
TRN01619,EMP00267,Operations,Technical Skills,2024-08-30,4,Completed,94,5000,External,0
TRN01620,EMP01539,Sales,Agile Scrum,2022-11-20,24,Completed,62,10000,Online,0
TRN01621,EMP00143,Customer Success,Compliance,2021-02-18,24,Completed,74,15000,External,0
TRN01622,EMP01377,Marketing,Data Analysis,2024-09-08,8,Completed,67,10000,Online,1
TRN01623,EMP00427,Sales,Technical Skills,2022-08-01,8,In Progress,62,5000,Online,1
TRN01624,EMP01305,Operations,Leadership,2020-03-15,4,Not Started,51,50000,External,0
TRN01625,EMP01878,Customer Success,Project Management,2024-08-09,40,Completed,61,10000,Internal,0
TRN01626,EMP00889,Legal,Product Knowledge,2022-06-16,8,Completed,93,15000,Online,0
TRN01627,EMP00812,HR,Sales Training,2024-02-21,16,Completed,89,25000,Internal,1
TRN01628,EMP01667,Product,Leadership,2023-01-10,4,Completed,66,25000,Internal,1
TRN01629,EMP00152,Product,Leadership,2024-09-06,24,Not Started,88,15000,Internal,0
TRN01630,EMP00247,Product,Excel & BI Tools,2020-05-01,24,Completed,55,10000,Internal,0
TRN01631,EMP00638,Customer Success,Sales Training,2022-01-28,4,Completed,69,50000,External,0
TRN01632,EMP01652,Engineering,Excel & BI Tools,2024-06-13,4,Completed,92,15000,External,1
TRN01633,EMP01845,Legal,Data Analysis,2022-05-16,16,Not Started,79,25000,Online,0
TRN01634,EMP00516,Marketing,Leadership,2023-06-15,40,Completed,55,15000,External,0
TRN01635,EMP01588,Marketing,Sales Training,2022-08-18,24,Completed,57,5000,Online,0
TRN01636,EMP01333,Legal,Leadership,2020-07-26,8,Completed,59,5000,Internal,0
TRN01637,EMP01171,Engineering,Communication,2020-04-17,8,Completed,67,15000,Internal,1
TRN01638,EMP01208,Data Analytics,Agile Scrum,2023-10-01,24,Completed,79,15000,External,1
TRN01639,EMP00516,Marketing,Communication,2023-12-27,8,In Progress,96,25000,Online,1
TRN01640,EMP00988,Legal,Technical Skills,2020-05-02,8,Completed,97,25000,External,1
TRN01641,EMP00166,HR,Communication,2021-09-08,40,Completed,75,15000,Internal,0
TRN01642,EMP00731,HR,Data Analysis,2020-10-16,8,Completed,54,15000,Internal,0
TRN01643,EMP01859,Operations,Project Management,2023-04-30,16,Completed,69,5000,External,1
TRN01644,EMP01206,Marketing,Data Analysis,2023-12-14,40,Completed,54,15000,External,0
TRN01645,EMP01360,Customer Success,Sales Training,2020-04-09,8,Completed,59,10000,External,1
TRN01646,EMP00588,Customer Success,Product Knowledge,2020-09-02,4,Completed,64,50000,Online,0
TRN01647,EMP00713,Legal,Leadership,2021-08-11,4,Not Started,85,10000,Online,0
TRN01648,EMP00942,Data Analytics,Project Management,2020-11-14,24,Completed,65,15000,Online,0
TRN01649,EMP00474,Customer Success,Leadership,2021-10-17,24,Completed,61,10000,Internal,0
TRN01650,EMP01715,HR,Data Analysis,2023-10-31,24,Completed,91,10000,Online,0
TRN01651,EMP01284,Product,Agile Scrum,2024-09-23,4,Completed,89,10000,Internal,0
TRN01652,EMP00547,Finance,Leadership,2021-08-12,16,Completed,87,15000,External,0
TRN01653,EMP00839,Product,Leadership,2022-01-25,24,Completed,69,5000,External,1
TRN01654,EMP00452,Legal,Agile Scrum,2022-03-05,8,In Progress,52,5000,Internal,0
TRN01655,EMP01962,Finance,Technical Skills,2023-07-05,24,Completed,92,10000,External,0
TRN01656,EMP00912,Legal,Leadership,2022-10-11,24,Completed,52,10000,Internal,1
TRN01657,EMP01644,Customer Success,Technical Skills,2021-09-30,16,Completed,54,50000,Internal,0
TRN01658,EMP01672,Finance,Sales Training,2020-05-06,16,Completed,83,25000,Internal,1
TRN01659,EMP01045,Customer Success,Communication,2022-03-20,4,Completed,62,50000,Internal,1
TRN01660,EMP01337,Sales,Product Knowledge,2024-11-10,8,Completed,71,25000,Internal,1
TRN01661,EMP01203,Customer Success,Agile Scrum,2024-02-12,24,In Progress,67,15000,Internal,1
TRN01662,EMP01510,Engineering,Data Analysis,2023-11-14,4,Completed,96,15000,External,0
TRN01663,EMP00203,Data Analytics,Agile Scrum,2020-06-12,8,Completed,61,10000,Online,0
TRN01664,EMP00099,Data Analytics,Sales Training,2023-12-02,8,Completed,51,10000,External,0
TRN01665,EMP00802,Operations,Excel & BI Tools,2020-03-15,8,Completed,63,25000,Internal,0
TRN01666,EMP01347,Operations,Project Management,2024-12-11,24,Not Started,80,5000,Internal,1
TRN01667,EMP01565,Marketing,Agile Scrum,2021-07-02,8,Completed,68,10000,Internal,0
TRN01668,EMP01059,Marketing,Leadership,2023-08-20,24,In Progress,94,15000,Internal,0
TRN01669,EMP01429,Data Analytics,Technical Skills,2022-04-06,8,Completed,63,5000,External,1
TRN01670,EMP01672,Finance,Data Analysis,2021-12-27,16,Completed,74,25000,External,0
TRN01671,EMP01427,Legal,Project Management,2021-02-24,4,Completed,95,50000,Online,0
TRN01672,EMP01030,Engineering,Product Knowledge,2022-01-21,8,Completed,62,10000,Online,1
TRN01673,EMP01073,Engineering,Sales Training,2020-05-18,40,Completed,52,50000,External,0
TRN01674,EMP01300,Sales,Sales Training,2022-10-24,16,Completed,54,25000,Internal,0
TRN01675,EMP00250,HR,Agile Scrum,2021-01-14,8,Completed,96,10000,Internal,0
TRN01676,EMP01755,Legal,Leadership,2021-10-16,40,Completed,84,25000,Internal,0
TRN01677,EMP01688,Engineering,Data Analysis,2020-01-02,16,In Progress,72,50000,Online,1
TRN01678,EMP01687,Product,Compliance,2022-05-21,16,Completed,56,5000,Online,0
TRN01679,EMP00040,Sales,Leadership,2023-05-02,4,Completed,73,15000,External,0
TRN01680,EMP01669,Legal,Agile Scrum,2020-10-13,4,In Progress,85,5000,External,1
TRN01681,EMP00999,Marketing,Product Knowledge,2020-02-20,8,In Progress,97,10000,Online,0
TRN01682,EMP01113,Operations,Communication,2020-07-06,16,Completed,59,25000,External,0
TRN01683,EMP00923,Marketing,Leadership,2020-02-07,24,Completed,69,25000,Internal,1
TRN01684,EMP00803,Product,Data Analysis,2023-09-24,16,In Progress,64,50000,External,0
TRN01685,EMP00334,Legal,Compliance,2023-06-21,24,In Progress,97,10000,Online,0
TRN01686,EMP00086,Engineering,Data Analysis,2020-10-25,16,Completed,80,10000,Online,0
TRN01687,EMP00837,Legal,Sales Training,2020-03-01,40,Completed,74,25000,Internal,0
TRN01688,EMP01219,Marketing,Excel & BI Tools,2022-04-30,8,Completed,91,50000,Online,0
TRN01689,EMP01597,Product,Sales Training,2021-12-09,24,In Progress,77,50000,External,0
TRN01690,EMP00597,Finance,Technical Skills,2021-09-25,4,In Progress,63,15000,External,1
TRN01691,EMP00352,Marketing,Compliance,2022-05-23,4,In Progress,96,10000,Internal,1
TRN01692,EMP00017,Engineering,Leadership,2022-04-18,16,Completed,80,15000,Internal,0
TRN01693,EMP01841,Sales,Agile Scrum,2020-02-24,16,Completed,88,15000,Internal,0
TRN01694,EMP00982,Operations,Project Management,2022-01-19,8,Completed,54,10000,External,0
TRN01695,EMP00008,Product,Technical Skills,2020-08-31,8,Completed,54,10000,External,1
TRN01696,EMP00190,Marketing,Project Management,2021-01-16,8,Completed,82,10000,Internal,1
TRN01697,EMP01220,Marketing,Data Analysis,2020-12-28,16,Completed,64,25000,External,0
TRN01698,EMP00121,Customer Success,Communication,2024-03-09,4,Completed,52,50000,Internal,0
TRN01699,EMP01196,Marketing,Compliance,2020-02-15,4,Completed,96,5000,Internal,0
TRN01700,EMP00854,Data Analytics,Technical Skills,2021-12-27,40,In Progress,62,50000,Online,1
TRN01701,EMP00295,HR,Agile Scrum,2020-07-30,24,Completed,65,5000,Internal,0
TRN01702,EMP01841,Sales,Leadership,2021-03-01,40,Completed,83,5000,Internal,0
TRN01703,EMP01594,Customer Success,Agile Scrum,2024-06-14,4,Completed,90,10000,Internal,0
TRN01704,EMP01112,Operations,Leadership,2021-01-05,4,Not Started,50,25000,External,0
TRN01705,EMP01535,Finance,Data Analysis,2021-05-28,8,Completed,51,5000,Internal,1
TRN01706,EMP01450,Product,Communication,2020-10-29,40,Completed,97,15000,External,0
TRN01707,EMP00799,Operations,Communication,2020-09-29,24,Completed,95,10000,Internal,0
TRN01708,EMP01501,Product,Compliance,2024-05-14,24,Completed,98,5000,External,0
TRN01709,EMP00134,Operations,Excel & BI Tools,2023-06-27,4,Completed,91,10000,Internal,0
TRN01710,EMP01992,Marketing,Product Knowledge,2021-05-04,24,Completed,62,5000,External,1
TRN01711,EMP00376,Customer Success,Technical Skills,2024-11-23,4,In Progress,65,10000,External,1
TRN01712,EMP00351,Engineering,Technical Skills,2022-08-21,8,Completed,93,10000,Internal,0
TRN01713,EMP00668,Legal,Leadership,2020-05-23,4,Completed,78,15000,External,0
TRN01714,EMP01321,HR,Sales Training,2024-07-05,24,Completed,57,15000,Internal,0
TRN01715,EMP01772,Data Analytics,Agile Scrum,2024-11-28,40,Completed,67,15000,Online,0
TRN01716,EMP00149,Marketing,Leadership,2020-03-18,16,Completed,73,5000,Online,0
TRN01717,EMP01204,Sales,Product Knowledge,2022-02-04,4,Completed,77,10000,External,1
TRN01718,EMP00563,HR,Leadership,2023-03-06,8,Completed,54,25000,External,1
TRN01719,EMP01356,Marketing,Agile Scrum,2021-06-20,8,In Progress,83,15000,External,0
TRN01720,EMP01459,Engineering,Agile Scrum,2024-03-22,4,Completed,80,50000,Online,0
TRN01721,EMP00369,Sales,Agile Scrum,2023-08-21,24,Completed,75,50000,External,1
TRN01722,EMP00749,Product,Data Analysis,2024-10-12,8,Completed,93,15000,Online,0
TRN01723,EMP01067,Customer Success,Product Knowledge,2020-12-21,8,Completed,66,25000,External,0
TRN01724,EMP00709,Data Analytics,Sales Training,2024-09-18,24,Completed,64,5000,External,0
TRN01725,EMP01477,Marketing,Data Analysis,2024-05-19,16,Completed,60,5000,Internal,1
TRN01726,EMP00384,Customer Success,Agile Scrum,2023-05-22,16,In Progress,72,5000,Internal,1
TRN01727,EMP01892,Legal,Compliance,2021-12-14,4,Completed,88,25000,Online,1
TRN01728,EMP00423,Marketing,Communication,2021-02-02,4,In Progress,63,25000,Internal,1
TRN01729,EMP00610,Engineering,Communication,2022-11-26,4,Not Started,94,25000,Internal,1
TRN01730,EMP00762,HR,Leadership,2020-06-17,8,Completed,69,25000,Online,1
TRN01731,EMP00154,Legal,Product Knowledge,2023-11-18,4,Completed,97,50000,Internal,0
TRN01732,EMP00914,Customer Success,Product Knowledge,2024-07-07,8,Completed,79,50000,External,0
TRN01733,EMP00557,Marketing,Technical Skills,2022-02-08,24,Completed,79,50000,Internal,1
TRN01734,EMP00619,Product,Product Knowledge,2020-08-11,16,Completed,74,50000,Internal,1
TRN01735,EMP00582,HR,Technical Skills,2020-10-29,24,Completed,97,10000,Internal,0
TRN01736,EMP01203,Customer Success,Project Management,2021-10-26,40,Completed,100,25000,Internal,0
TRN01737,EMP00215,Customer Success,Compliance,2021-08-03,16,Completed,77,5000,Online,1
TRN01738,EMP00280,HR,Project Management,2023-03-11,8,Completed,61,10000,External,0
TRN01739,EMP01509,Customer Success,Excel & BI Tools,2023-08-31,16,Completed,76,25000,Online,1
TRN01740,EMP00548,Marketing,Leadership,2020-01-21,8,In Progress,59,10000,Internal,0
TRN01741,EMP01046,Engineering,Sales Training,2021-11-17,8,Completed,72,25000,External,0
TRN01742,EMP01251,Operations,Compliance,2021-04-13,16,Completed,87,50000,External,0
TRN01743,EMP00624,Finance,Data Analysis,2022-03-26,4,Completed,69,15000,Internal,0
TRN01744,EMP01677,Product,Compliance,2022-03-01,24,Completed,89,50000,Internal,1
TRN01745,EMP00059,Marketing,Product Knowledge,2020-09-22,8,Completed,52,15000,Internal,1
TRN01746,EMP01373,Customer Success,Excel & BI Tools,2020-03-07,4,Completed,67,15000,Internal,1
TRN01747,EMP00356,HR,Communication,2020-11-28,4,Completed,75,10000,Online,0
TRN01748,EMP01712,Product,Project Management,2024-05-12,8,Completed,55,10000,Online,0
TRN01749,EMP00817,Data Analytics,Data Analysis,2022-10-15,40,Completed,55,15000,External,1
TRN01750,EMP00388,Sales,Leadership,2020-04-03,40,Completed,64,25000,Internal,0
TRN01751,EMP00240,Product,Compliance,2022-11-21,4,Completed,91,50000,Internal,0
TRN01752,EMP01496,Product,Technical Skills,2023-12-28,40,Completed,55,10000,Online,0
TRN01753,EMP00955,Customer Success,Communication,2022-11-30,40,Completed,86,25000,Internal,0
TRN01754,EMP00272,Engineering,Product Knowledge,2024-10-15,8,Completed,83,5000,Internal,0
TRN01755,EMP00330,Engineering,Project Management,2020-02-22,8,Completed,62,10000,External,1
TRN01756,EMP01522,HR,Leadership,2024-03-11,16,Completed,99,25000,Online,0
TRN01757,EMP01431,Operations,Product Knowledge,2022-01-21,16,Not Started,70,10000,Online,0
TRN01758,EMP00376,Customer Success,Technical Skills,2022-06-11,8,Completed,64,15000,External,0
TRN01759,EMP01365,Marketing,Technical Skills,2020-03-26,8,Completed,86,50000,Internal,1
TRN01760,EMP00685,Legal,Product Knowledge,2021-04-18,16,Completed,89,5000,Internal,0
TRN01761,EMP00549,Legal,Technical Skills,2020-04-18,4,Not Started,99,50000,Online,0
TRN01762,EMP00135,Data Analytics,Technical Skills,2023-07-18,16,Not Started,74,25000,Internal,0
TRN01763,EMP00110,Sales,Technical Skills,2020-10-20,4,Completed,77,10000,Internal,0
TRN01764,EMP01368,Marketing,Excel & BI Tools,2021-12-21,16,In Progress,57,15000,Online,0
TRN01765,EMP01717,Customer Success,Compliance,2020-04-07,4,In Progress,85,15000,External,0
TRN01766,EMP01056,Customer Success,Excel & BI Tools,2022-09-11,8,Completed,95,50000,Online,0
TRN01767,EMP01705,Data Analytics,Sales Training,2020-10-19,24,Completed,77,25000,Online,0
TRN01768,EMP01712,Product,Data Analysis,2020-10-15,40,Completed,85,10000,External,0
TRN01769,EMP00613,Customer Success,Product Knowledge,2023-06-20,4,Completed,78,25000,Online,0
TRN01770,EMP01534,Engineering,Excel & BI Tools,2021-12-02,16,Completed,94,15000,Internal,1
TRN01771,EMP01469,Product,Technical Skills,2024-10-18,8,Completed,77,10000,External,0
TRN01772,EMP01351,HR,Project Management,2022-01-12,8,Completed,94,5000,External,0
TRN01773,EMP01069,Data Analytics,Excel & BI Tools,2024-10-27,40,Completed,67,5000,Online,0
TRN01774,EMP00357,Operations,Leadership,2020-09-01,24,Completed,63,15000,Online,0
TRN01775,EMP01746,Engineering,Communication,2021-05-23,40,Completed,73,10000,External,0
TRN01776,EMP00455,Engineering,Excel & BI Tools,2024-10-09,8,Completed,68,25000,Internal,1
TRN01777,EMP00212,Data Analytics,Communication,2022-07-02,4,Completed,97,5000,Online,1
TRN01778,EMP01181,Sales,Leadership,2024-04-27,4,Completed,97,10000,Internal,0
TRN01779,EMP01242,Finance,Data Analysis,2023-12-18,16,Completed,59,50000,External,0
TRN01780,EMP00711,Finance,Sales Training,2024-02-01,8,In Progress,55,10000,Online,0
TRN01781,EMP01907,Engineering,Excel & BI Tools,2021-07-08,40,Completed,83,50000,External,0
TRN01782,EMP01138,Engineering,Leadership,2021-08-23,4,Completed,60,10000,External,0
TRN01783,EMP01859,Operations,Excel & BI Tools,2020-02-24,24,Completed,99,25000,Online,0
TRN01784,EMP00382,Customer Success,Communication,2023-02-09,40,Completed,65,15000,Internal,0
TRN01785,EMP00572,Operations,Project Management,2020-10-21,40,Completed,56,10000,Internal,0
TRN01786,EMP01633,Engineering,Data Analysis,2023-05-01,16,Completed,68,5000,Internal,0
TRN01787,EMP01646,Engineering,Data Analysis,2021-05-30,16,Completed,78,10000,External,0
TRN01788,EMP00615,Marketing,Sales Training,2021-03-10,24,Completed,72,5000,Internal,0
TRN01789,EMP01667,Product,Data Analysis,2023-08-19,16,Completed,56,25000,Online,1
TRN01790,EMP00023,Finance,Compliance,2023-10-09,8,Completed,53,15000,Internal,0
TRN01791,EMP00723,Sales,Communication,2020-09-10,8,In Progress,86,25000,External,1
TRN01792,EMP00291,Finance,Compliance,2024-12-06,4,Completed,89,25000,Online,0
TRN01793,EMP01912,Data Analytics,Project Management,2022-11-20,8,Not Started,93,25000,Online,0
TRN01794,EMP01434,Finance,Product Knowledge,2021-06-05,16,Not Started,97,5000,External,1
TRN01795,EMP00155,Legal,Technical Skills,2023-05-11,16,Completed,99,25000,Internal,0
TRN01796,EMP01017,Operations,Agile Scrum,2021-06-25,16,Completed,83,50000,Online,1
TRN01797,EMP01717,Customer Success,Technical Skills,2021-11-17,4,Completed,91,5000,Internal,0
TRN01798,EMP01813,Product,Excel & BI Tools,2022-01-24,4,Completed,89,15000,Internal,0
TRN01799,EMP00345,Marketing,Sales Training,2020-11-22,40,Completed,65,5000,Internal,1
TRN01800,EMP00101,Operations,Communication,2020-10-18,40,Completed,58,5000,External,1
TRN01801,EMP00089,Sales,Compliance,2021-11-30,16,Completed,73,50000,External,1
TRN01802,EMP00792,Engineering,Product Knowledge,2020-09-10,8,Completed,90,15000,Internal,1
TRN01803,EMP00135,Data Analytics,Product Knowledge,2023-11-13,16,Completed,67,25000,External,0
TRN01804,EMP00912,Legal,Project Management,2024-09-09,4,In Progress,65,15000,Internal,0
TRN01805,EMP00136,Operations,Compliance,2022-02-07,24,Completed,98,10000,External,1
TRN01806,EMP00863,HR,Technical Skills,2023-06-27,24,In Progress,67,5000,External,1
TRN01807,EMP01431,Operations,Project Management,2023-03-19,8,Completed,57,15000,Online,1
TRN01808,EMP01471,Data Analytics,Agile Scrum,2022-02-18,8,In Progress,67,5000,Internal,1
TRN01809,EMP01542,Marketing,Agile Scrum,2020-06-14,16,Completed,65,5000,Internal,1
TRN01810,EMP01031,Engineering,Technical Skills,2023-09-25,16,Completed,93,10000,Online,1
TRN01811,EMP00173,Legal,Technical Skills,2022-10-20,4,Completed,68,50000,External,0
TRN01812,EMP00280,HR,Data Analysis,2024-02-20,16,Completed,69,10000,Online,1
TRN01813,EMP00027,HR,Technical Skills,2022-02-03,16,Completed,53,15000,External,0
TRN01814,EMP00667,Product,Agile Scrum,2024-07-30,4,Completed,53,10000,Online,1
TRN01815,EMP00844,Engineering,Compliance,2021-08-11,4,Completed,77,5000,Online,1
TRN01816,EMP00791,Operations,Project Management,2020-09-04,8,Completed,85,10000,External,0
TRN01817,EMP01092,Product,Data Analysis,2020-01-03,40,Completed,92,50000,Online,1
TRN01818,EMP01825,Data Analytics,Agile Scrum,2020-09-09,40,Completed,68,50000,Online,1
TRN01819,EMP00836,Data Analytics,Project Management,2024-11-14,4,Completed,59,50000,Online,1
TRN01820,EMP00619,Product,Compliance,2022-07-28,40,In Progress,50,15000,Online,1
TRN01821,EMP01938,Sales,Compliance,2022-03-08,24,Completed,98,5000,Online,0
TRN01822,EMP01376,Marketing,Data Analysis,2022-06-06,24,In Progress,68,50000,Online,0
TRN01823,EMP01573,Data Analytics,Product Knowledge,2020-01-16,4,Completed,60,5000,External,0
TRN01824,EMP01251,Operations,Leadership,2022-10-06,16,Completed,67,10000,Online,0
TRN01825,EMP00530,Engineering,Technical Skills,2022-02-25,24,Completed,96,5000,Online,0
