review_id,emp_id,review_year,review_quarter,kpi_score,goal_completion_pct,manager_rating,peer_rating,self_rating,promotion_flag,increment_pct,department
REV0004084,EMP01154,2024,Q1,3.1,86,3,4,3,0,3.8,Operations
REV0004085,EMP01155,2020,Q3,2.7,91,3,4,5,0,21.0,Data Analytics
REV0004086,EMP01155,2021,Q2,2.5,67,5,3,5,0,23.5,Data Analytics
REV0004087,EMP01156,2020,Q4,2.6,84,5,4,3,0,10.9,HR
REV0004088,EMP01156,2021,Q2,3.8,50,3,5,3,1,21.8,HR
REV0004089,EMP01156,2022,Q3,3.1,96,4,5,5,0,24.3,HR
REV0004090,EMP01156,2023,Q4,4.5,66,1,3,2,0,20.4,HR
REV0004091,EMP01156,2024,Q4,3.4,91,2,3,2,1,15.4,HR
REV0004092,EMP01157,2020,Q3,4.3,72,5,4,4,0,20.8,Marketing
REV0004093,EMP01157,2021,Q4,4.5,89,5,4,4,1,23.6,Marketing
REV0004094,EMP01157,2022,Q4,2.1,73,2,4,3,0,21.9,Marketing
REV0004095,EMP01157,2023,Q4,2.8,85,2,4,4,0,25.8,Marketing
REV0004096,EMP01157,2024,Q3,3.5,83,4,3,3,1,3.2,Marketing
REV0004097,EMP01158,2020,Q3,2.4,65,3,4,5,0,21.3,Sales
REV0004098,EMP01158,2021,Q3,3.9,89,3,4,2,0,21.3,Sales
REV0004099,EMP01158,2022,Q2,3.6,60,5,4,3,0,7.0,Sales
REV0004100,EMP01158,2023,Q4,4.0,92,2,4,4,1,25.5,Sales
REV0004101,EMP01158,2024,Q4,3.4,88,4,3,4,0,25.4,Sales
REV0004102,EMP01159,2020,Q1,4.6,57,3,4,2,1,13.2,Data Analytics
REV0004103,EMP01159,2021,Q3,3.2,92,4,5,2,0,22.5,Data Analytics
REV0004104,EMP01159,2022,Q4,2.8,55,3,4,3,0,11.2,Data Analytics
REV0004105,EMP01159,2023,Q4,2.8,93,3,1,4,0,18.6,Data Analytics
REV0004106,EMP01159,2024,Q3,4.9,94,4,3,3,0,5.4,Data Analytics
REV0004107,EMP01160,2020,Q4,3.5,85,5,5,2,0,18.5,HR
REV0004108,EMP01160,2021,Q3,3.4,81,4,4,4,0,22.8,HR
REV0004109,EMP01160,2022,Q4,4.3,96,1,3,4,0,17.0,HR
REV0004110,EMP01160,2023,Q4,4.1,67,3,3,3,1,13.8,HR
REV0004111,EMP01160,2024,Q4,3.7,76,4,3,5,0,14.2,HR
REV0004112,EMP01161,2020,Q4,3.0,53,4,3,2,0,27.3,Customer Success
REV0004113,EMP01161,2021,Q4,4.6,87,3,4,4,0,16.0,Customer Success
REV0004114,EMP01161,2022,Q2,2.5,79,4,2,3,1,23.0,Customer Success
REV0004115,EMP01161,2023,Q1,2.8,86,3,3,5,0,27.2,Customer Success
REV0004116,EMP01161,2024,Q4,3.5,74,4,3,4,0,14.4,Customer Success
REV0004117,EMP01162,2020,Q4,4.3,68,4,4,5,1,21.0,Data Analytics
REV0004118,EMP01162,2021,Q2,3.8,55,5,4,3,0,12.1,Data Analytics
REV0004119,EMP01162,2022,Q2,2.1,58,2,4,3,0,21.3,Data Analytics
REV0004120,EMP01162,2023,Q3,2.6,81,3,4,2,0,4.9,Data Analytics
REV0004121,EMP01162,2024,Q4,4.1,74,4,5,4,0,14.6,Data Analytics
REV0004122,EMP01163,2020,Q2,4.4,61,2,4,5,0,7.7,Data Analytics
REV0004123,EMP01163,2021,Q2,4.1,56,2,3,4,1,23.8,Data Analytics
REV0004124,EMP01163,2022,Q2,2.7,92,3,5,3,1,17.5,Data Analytics
REV0004125,EMP01164,2020,Q1,3.7,88,4,4,3,0,16.5,Data Analytics
REV0004126,EMP01164,2021,Q3,3.5,78,2,1,4,1,23.9,Data Analytics
REV0004127,EMP01164,2022,Q3,3.8,83,4,2,1,0,15.4,Data Analytics
REV0004128,EMP01164,2023,Q3,4.0,92,3,4,4,0,24.0,Data Analytics
REV0004129,EMP01164,2024,Q1,2.6,58,3,4,5,0,24.4,Data Analytics
REV0004130,EMP01165,2020,Q1,2.4,74,4,2,3,0,17.8,Finance
REV0004131,EMP01165,2021,Q4,4.9,70,3,3,4,1,6.8,Finance
REV0004132,EMP01165,2022,Q3,4.7,74,3,5,3,1,20.7,Finance
REV0004133,EMP01166,2020,Q1,2.8,64,3,3,3,0,3.7,Engineering
REV0004134,EMP01166,2021,Q3,4.9,58,2,4,4,0,21.0,Engineering
REV0004135,EMP01166,2022,Q2,4.1,94,4,4,5,0,17.7,Engineering
REV0004136,EMP01166,2023,Q2,3.5,88,5,1,4,0,10.5,Engineering
REV0004137,EMP01166,2024,Q2,3.3,70,4,3,4,0,11.0,Engineering
REV0004138,EMP01167,2020,Q1,3.6,97,2,4,3,0,20.5,Marketing
REV0004139,EMP01167,2021,Q1,4.3,53,3,5,3,0,4.9,Marketing
REV0004140,EMP01167,2022,Q4,2.5,64,3,2,4,0,27.8,Marketing
REV0004141,EMP01167,2023,Q1,4.8,80,2,4,4,0,25.4,Marketing
REV0004142,EMP01167,2024,Q1,2.6,69,4,4,3,0,25.9,Marketing
REV0004143,EMP01168,2020,Q4,2.9,77,4,5,4,0,10.3,Sales
REV0004144,EMP01168,2021,Q4,4.1,70,4,3,3,0,6.1,Sales
REV0004145,EMP01169,2020,Q1,2.3,82,4,4,4,0,23.9,Operations
REV0004146,EMP01170,2020,Q1,4.3,91,4,5,4,0,10.9,Customer Success
REV0004147,EMP01170,2021,Q2,3.1,54,4,4,3,0,18.6,Customer Success
REV0004148,EMP01170,2022,Q4,2.2,70,3,5,4,0,4.3,Customer Success
REV0004149,EMP01170,2023,Q3,3.4,62,5,4,4,0,7.2,Customer Success
REV0004150,EMP01170,2024,Q2,4.2,91,3,3,5,0,21.8,Customer Success
REV0004151,EMP01171,2020,Q4,3.9,66,1,3,4,0,18.2,Engineering
REV0004152,EMP01172,2020,Q2,3.5,72,5,3,4,0,26.3,Finance
REV0004153,EMP01172,2021,Q2,4.7,76,3,4,4,0,14.3,Finance
REV0004154,EMP01172,2022,Q4,2.2,73,5,4,4,0,4.4,Finance
REV0004155,EMP01172,2023,Q1,4.3,65,3,3,5,1,3.9,Finance
REV0004156,EMP01173,2020,Q3,4.8,62,4,4,4,0,20.2,Sales
REV0004157,EMP01173,2021,Q4,2.3,78,4,3,5,0,27.5,Sales
REV0004158,EMP01173,2022,Q2,3.8,70,1,5,5,0,9.1,Sales
REV0004159,EMP01173,2023,Q1,2.6,68,3,4,4,0,6.0,Sales
REV0004160,EMP01173,2024,Q1,3.0,83,4,4,3,0,14.4,Sales
REV0004161,EMP01174,2020,Q4,2.8,54,4,2,3,0,20.7,Sales
REV0004162,EMP01174,2021,Q2,3.4,68,3,3,3,0,16.6,Sales
REV0004163,EMP01174,2022,Q1,3.0,70,5,3,3,0,3.2,Sales
REV0004164,EMP01174,2023,Q4,3.2,73,4,3,3,0,4.3,Sales
REV0004165,EMP01174,2024,Q1,4.9,77,5,2,4,0,17.2,Sales
REV0004166,EMP01175,2020,Q2,2.9,60,4,2,3,0,11.7,HR
REV0004167,EMP01175,2021,Q1,4.0,90,3,4,3,0,7.5,HR
REV0004168,EMP01175,2022,Q4,3.8,77,4,4,3,0,17.2,HR
REV0004169,EMP01175,2023,Q1,2.1,94,3,4,1,0,22.6,HR
REV0004170,EMP01175,2024,Q3,4.5,83,1,4,5,1,9.2,HR
REV0004171,EMP01176,2020,Q2,3.6,74,3,4,4,0,13.1,Finance
REV0004172,EMP01176,2021,Q1,2.5,90,3,5,4,0,10.0,Finance
REV0004173,EMP01177,2020,Q3,3.5,55,5,3,3,0,22.1,Product
REV0004174,EMP01177,2021,Q2,3.6,61,1,4,4,0,11.8,Product
REV0004175,EMP01177,2022,Q1,4.9,76,4,3,4,0,17.0,Product
REV0004176,EMP01177,2023,Q2,4.6,80,3,5,3,0,17.1,Product
REV0004177,EMP01177,2024,Q3,4.8,90,3,3,5,0,20.1,Product
REV0004178,EMP01178,2020,Q4,4.3,86,2,4,3,0,4.3,Product
REV0004179,EMP01178,2021,Q3,2.0,85,4,4,4,0,13.9,Product
REV0004180,EMP01178,2022,Q1,3.9,98,3,3,2,0,3.1,Product
REV0004181,EMP01178,2023,Q2,3.6,88,4,4,3,0,11.0,Product
REV0004182,EMP01178,2024,Q2,3.9,96,3,3,4,0,3.7,Product
REV0004183,EMP01179,2020,Q2,3.8,77,4,4,3,0,11.9,Data Analytics
REV0004184,EMP01180,2020,Q4,3.8,87,4,3,3,0,8.3,Customer Success
REV0004185,EMP01180,2021,Q1,4.7,68,5,3,5,0,16.8,Customer Success
REV0004186,EMP01180,2022,Q3,4.3,50,3,5,3,0,6.2,Customer Success
REV0004187,EMP01180,2023,Q4,2.6,64,4,3,5,0,26.1,Customer Success
REV0004188,EMP01180,2024,Q4,4.4,74,4,4,4,0,8.8,Customer Success
REV0004189,EMP01181,2020,Q4,4.0,73,3,4,4,1,12.0,Sales
REV0004190,EMP01181,2021,Q3,4.4,88,4,3,3,1,25.1,Sales
REV0004191,EMP01181,2022,Q4,4.6,83,4,3,4,1,28.7,Sales
REV0004192,EMP01181,2023,Q3,4.5,100,4,1,4,0,7.6,Sales
REV0004193,EMP01181,2024,Q1,4.3,90,4,4,5,1,16.8,Sales
REV0004194,EMP01182,2020,Q4,2.1,82,3,3,4,1,29.7,Marketing
REV0004195,EMP01182,2021,Q1,3.7,98,3,4,3,0,5.7,Marketing
REV0004196,EMP01182,2022,Q1,3.0,92,4,4,4,0,8.0,Marketing
REV0004197,EMP01182,2023,Q3,4.1,56,4,3,4,0,11.9,Marketing
REV0004198,EMP01182,2024,Q3,3.0,51,4,5,3,0,17.6,Marketing
REV0004199,EMP01183,2020,Q1,4.2,54,2,3,4,0,9.9,Engineering
REV0004200,EMP01183,2021,Q1,4.3,94,4,4,3,0,23.3,Engineering
REV0004201,EMP01183,2022,Q3,2.4,65,2,2,2,0,24.3,Engineering
REV0004202,EMP01183,2023,Q1,3.3,64,4,4,3,0,28.6,Engineering
REV0004203,EMP01183,2024,Q4,4.1,99,3,4,4,0,26.9,Engineering
REV0004204,EMP01184,2020,Q1,4.2,53,4,4,4,0,5.7,Product
REV0004205,EMP01184,2021,Q2,4.6,72,4,3,4,1,23.1,Product
REV0004206,EMP01184,2022,Q1,2.1,55,4,3,4,0,22.6,Product
REV0004207,EMP01184,2023,Q1,2.8,77,5,4,3,0,4.1,Product
REV0004208,EMP01185,2020,Q4,5.0,77,3,3,1,0,15.5,HR
REV0004209,EMP01186,2020,Q4,3.1,55,4,5,5,0,18.6,Legal
REV0004210,EMP01187,2020,Q3,4.5,55,3,4,3,1,9.3,HR
REV0004211,EMP01187,2021,Q3,3.2,83,3,4,1,0,15.1,HR
REV0004212,EMP01187,2022,Q3,4.9,68,5,3,5,0,4.4,HR
REV0004213,EMP01187,2023,Q1,3.0,77,3,3,5,0,7.8,HR
REV0004214,EMP01187,2024,Q2,3.6,76,4,3,3,0,4.8,HR
REV0004215,EMP01188,2020,Q3,2.2,66,1,2,4,0,23.9,Legal
REV0004216,EMP01188,2021,Q2,2.5,57,3,4,2,0,16.9,Legal
REV0004217,EMP01188,2022,Q3,4.9,98,5,3,3,0,9.9,Legal
REV0004218,EMP01188,2023,Q1,4.7,59,4,3,4,1,25.9,Legal
REV0004219,EMP01188,2024,Q1,2.2,56,5,3,3,0,25.8,Legal
REV0004220,EMP01189,2020,Q1,3.6,80,5,3,3,0,7.7,Data Analytics
REV0004221,EMP01189,2021,Q1,4.0,95,5,3,5,0,10.9,Data Analytics
REV0004222,EMP01189,2022,Q1,2.2,78,3,5,5,0,14.4,Data Analytics
REV0004223,EMP01189,2023,Q3,3.3,77,3,3,5,0,19.8,Data Analytics
REV0004224,EMP01189,2024,Q4,4.8,93,3,4,5,0,10.0,Data Analytics
REV0004225,EMP01190,2020,Q4,4.6,55,5,4,4,1,25.0,Data Analytics
REV0004226,EMP01190,2021,Q2,2.2,85,2,5,3,1,28.1,Data Analytics
REV0004227,EMP01190,2022,Q4,3.5,53,5,2,3,0,10.8,Data Analytics
REV0004228,EMP01191,2020,Q3,4.4,61,3,5,4,1,14.4,Data Analytics
REV0004229,EMP01192,2020,Q4,4.2,93,5,4,3,0,6.0,Finance
REV0004230,EMP01192,2021,Q4,2.6,81,1,5,2,0,22.2,Finance
REV0004231,EMP01192,2022,Q3,4.8,59,3,3,4,0,5.8,Finance
REV0004232,EMP01192,2023,Q1,4.8,85,3,3,4,0,9.3,Finance
REV0004233,EMP01193,2020,Q3,4.7,71,4,2,4,0,16.1,Customer Success
REV0004234,EMP01193,2021,Q3,3.7,79,3,5,4,0,20.6,Customer Success
REV0004235,EMP01193,2022,Q4,3.1,64,3,4,2,1,24.9,Customer Success
REV0004236,EMP01193,2023,Q1,4.0,77,3,4,3,0,9.9,Customer Success
REV0004237,EMP01193,2024,Q4,4.1,99,3,4,2,0,3.5,Customer Success
REV0004238,EMP01194,2020,Q2,3.7,78,5,3,4,0,11.9,Data Analytics
REV0004239,EMP01194,2021,Q1,4.0,61,3,4,3,0,12.8,Data Analytics
REV0004240,EMP01194,2022,Q3,3.9,77,3,4,3,0,15.9,Data Analytics
REV0004241,EMP01194,2023,Q1,4.2,77,4,5,5,0,21.1,Data Analytics
REV0004242,EMP01194,2024,Q1,4.6,67,5,2,1,0,17.6,Data Analytics
REV0004243,EMP01195,2020,Q3,4.2,72,4,5,4,0,25.1,Marketing
REV0004244,EMP01195,2021,Q1,2.7,66,3,1,4,0,7.7,Marketing
REV0004245,EMP01195,2022,Q4,4.5,59,4,3,2,0,28.6,Marketing
REV0004246,EMP01195,2023,Q3,2.9,91,3,2,3,0,17.1,Marketing
REV0004247,EMP01196,2020,Q2,3.9,68,3,3,4,1,10.9,Marketing
REV0004248,EMP01197,2020,Q4,3.4,51,3,4,4,0,23.9,Sales
REV0004249,EMP01198,2020,Q1,3.4,94,5,4,5,0,28.1,Marketing
REV0004250,EMP01199,2020,Q2,5.0,59,3,4,4,0,10.1,Data Analytics
REV0004251,EMP01199,2021,Q2,3.7,75,4,1,4,0,9.7,Data Analytics
REV0004252,EMP01199,2022,Q3,3.1,78,3,2,3,0,26.0,Data Analytics
REV0004253,EMP01199,2023,Q4,3.8,78,3,3,4,0,23.6,Data Analytics
REV0004254,EMP01199,2024,Q2,3.7,56,4,3,5,0,4.9,Data Analytics
REV0004255,EMP01200,2020,Q1,2.3,99,5,1,5,0,19.9,Marketing
REV0004256,EMP01200,2021,Q2,2.1,64,3,1,5,0,16.7,Marketing
REV0004257,EMP01200,2022,Q1,4.9,69,3,4,5,1,6.8,Marketing
REV0004258,EMP01200,2023,Q1,2.5,85,3,5,4,1,8.6,Marketing
REV0004259,EMP01200,2024,Q4,3.7,76,2,5,4,0,29.0,Marketing
REV0004260,EMP01201,2020,Q2,2.9,91,4,5,3,0,29.2,Data Analytics
REV0004261,EMP01201,2021,Q2,3.9,96,4,3,5,0,16.4,Data Analytics
REV0004262,EMP01201,2022,Q2,5.0,96,4,2,3,0,11.2,Data Analytics
REV0004263,EMP01202,2020,Q4,4.7,94,3,4,2,0,10.8,Marketing
REV0004264,EMP01202,2021,Q2,3.9,81,3,4,4,0,18.7,Marketing
REV0004265,EMP01202,2022,Q1,3.9,65,2,4,3,0,10.5,Marketing
REV0004266,EMP01203,2020,Q3,2.8,99,3,3,4,0,29.1,Customer Success
REV0004267,EMP01204,2020,Q2,4.0,82,4,4,4,0,16.0,Sales
REV0004268,EMP01204,2021,Q3,2.1,90,2,3,3,0,10.9,Sales
REV0004269,EMP01204,2022,Q2,3.8,81,3,5,4,0,5.2,Sales
REV0004270,EMP01204,2023,Q1,2.4,84,4,3,3,0,13.1,Sales
REV0004271,EMP01205,2020,Q1,2.4,85,3,3,4,0,24.7,HR
REV0004272,EMP01206,2020,Q3,4.0,54,4,2,5,0,8.2,Marketing
REV0004273,EMP01206,2021,Q2,3.4,52,3,1,5,0,8.3,Marketing
REV0004274,EMP01206,2022,Q4,4.4,74,5,4,5,0,21.6,Marketing
REV0004275,EMP01206,2023,Q3,4.3,57,4,3,4,0,23.4,Marketing
REV0004276,EMP01206,2024,Q4,2.4,89,4,2,4,0,21.7,Marketing
REV0004277,EMP01207,2020,Q1,2.8,57,3,5,3,0,28.8,Marketing
REV0004278,EMP01207,2021,Q3,2.7,83,3,3,3,1,18.1,Marketing
REV0004279,EMP01207,2022,Q1,2.9,88,4,4,3,0,5.0,Marketing
REV0004280,EMP01207,2023,Q1,4.1,56,5,4,2,0,12.4,Marketing
REV0004281,EMP01207,2024,Q1,4.4,77,3,5,4,0,28.6,Marketing
REV0004282,EMP01208,2020,Q4,4.9,62,4,3,4,0,4.7,Data Analytics
REV0004283,EMP01208,2021,Q1,2.7,99,3,5,3,0,5.2,Data Analytics
REV0004284,EMP01208,2022,Q3,2.3,89,3,4,2,1,7.0,Data Analytics
REV0004285,EMP01208,2023,Q3,4.3,89,2,5,5,0,9.3,Data Analytics
REV0004286,EMP01208,2024,Q1,3.8,78,4,4,4,0,25.3,Data Analytics
REV0004287,EMP01209,2020,Q4,3.7,69,3,4,4,0,8.3,Finance
REV0004288,EMP01209,2021,Q2,3.0,99,3,4,5,0,29.1,Finance
REV0004289,EMP01210,2020,Q1,2.8,61,5,3,3,0,4.4,HR
REV0004290,EMP01210,2021,Q1,2.8,97,5,4,4,0,15.4,HR
REV0004291,EMP01210,2022,Q3,4.3,53,4,4,4,0,6.3,HR
REV0004292,EMP01210,2023,Q2,3.5,59,2,3,1,0,14.5,HR
REV0004293,EMP01211,2020,Q4,4.0,68,3,3,5,0,26.4,Engineering
REV0004294,EMP01211,2021,Q2,4.8,88,3,2,4,0,11.5,Engineering
REV0004295,EMP01212,2020,Q4,3.8,92,3,4,3,1,26.4,Customer Success
REV0004296,EMP01212,2021,Q1,3.7,71,4,4,4,0,25.9,Customer Success
REV0004297,EMP01212,2022,Q2,4.2,76,5,3,1,0,18.4,Customer Success
REV0004298,EMP01213,2020,Q2,2.9,81,3,4,3,0,25.5,HR
REV0004299,EMP01213,2021,Q2,4.7,53,4,4,2,0,3.5,HR
REV0004300,EMP01214,2020,Q4,2.1,58,2,4,2,1,4.2,HR
REV0004301,EMP01214,2021,Q4,4.8,67,4,5,4,0,4.3,HR
REV0004302,EMP01214,2022,Q3,2.3,74,3,4,2,0,26.4,HR
REV0004303,EMP01214,2023,Q2,4.7,65,4,4,4,0,17.9,HR
REV0004304,EMP01214,2024,Q3,2.0,96,3,4,3,0,3.1,HR
REV0004305,EMP01215,2020,Q4,2.4,87,3,3,4,0,7.3,Legal
REV0004306,EMP01215,2021,Q2,2.6,80,3,3,4,1,7.1,Legal
REV0004307,EMP01215,2022,Q2,3.9,64,4,4,4,0,8.8,Legal
REV0004308,EMP01215,2023,Q4,2.0,68,4,4,4,0,6.9,Legal
REV0004309,EMP01215,2024,Q2,4.6,90,2,4,3,0,27.5,Legal
REV0004310,EMP01216,2020,Q4,4.7,66,4,3,3,0,19.5,Sales
REV0004311,EMP01216,2021,Q2,4.1,72,5,3,1,0,28.3,Sales
REV0004312,EMP01216,2022,Q1,2.5,76,5,4,4,0,14.5,Sales
REV0004313,EMP01216,2023,Q1,5.0,64,5,4,5,0,20.3,Sales
REV0004314,EMP01216,2024,Q3,2.1,90,4,4,4,0,12.5,Sales
REV0004315,EMP01217,2020,Q1,2.9,73,4,1,3,1,14.3,Engineering
REV0004316,EMP01217,2021,Q2,2.7,54,4,3,3,0,29.4,Engineering
REV0004317,EMP01217,2022,Q2,4.5,91,5,3,5,1,24.9,Engineering
REV0004318,EMP01217,2023,Q2,4.4,77,3,4,5,0,16.7,Engineering
REV0004319,EMP01217,2024,Q3,2.5,61,5,3,4,0,21.4,Engineering
REV0004320,EMP01218,2020,Q1,4.2,65,4,4,1,0,25.0,Data Analytics
REV0004321,EMP01218,2021,Q2,3.3,89,4,3,3,0,14.5,Data Analytics
REV0004322,EMP01218,2022,Q2,2.4,83,1,3,3,0,8.2,Data Analytics
REV0004323,EMP01218,2023,Q4,4.8,96,1,2,3,0,14.0,Data Analytics
REV0004324,EMP01218,2024,Q2,4.7,60,3,5,3,0,22.7,Data Analytics
REV0004325,EMP01219,2020,Q1,3.0,80,4,4,3,0,21.9,Marketing
REV0004326,EMP01220,2020,Q1,2.5,84,3,3,4,0,11.3,Marketing
REV0004327,EMP01220,2021,Q4,4.1,80,2,4,4,0,8.8,Marketing
REV0004328,EMP01220,2022,Q3,2.2,91,2,4,3,0,29.7,Marketing
REV0004329,EMP01220,2023,Q3,3.4,97,2,4,4,0,12.9,Marketing
REV0004330,EMP01221,2020,Q3,2.1,66,5,3,4,0,6.4,Operations
REV0004331,EMP01222,2020,Q4,3.0,83,2,3,4,0,7.7,Product
REV0004332,EMP01223,2020,Q2,4.7,84,5,4,3,0,26.0,Marketing
REV0004333,EMP01223,2021,Q3,4.1,93,3,3,3,0,5.4,Marketing
REV0004334,EMP01224,2020,Q1,3.6,82,4,3,4,0,13.9,Finance
REV0004335,EMP01224,2021,Q2,4.8,96,1,3,5,0,7.8,Finance
REV0004336,EMP01224,2022,Q4,4.4,81,4,3,5,0,28.8,Finance
REV0004337,EMP01224,2023,Q2,4.4,65,2,3,4,0,24.6,Finance
REV0004338,EMP01224,2024,Q1,3.9,97,2,5,3,0,19.2,Finance
REV0004339,EMP01225,2020,Q3,3.5,93,4,4,4,0,17.7,Engineering
REV0004340,EMP01225,2021,Q4,2.2,62,4,1,4,1,6.1,Engineering
REV0004341,EMP01225,2022,Q4,2.5,55,3,2,3,0,7.3,Engineering
REV0004342,EMP01225,2023,Q3,4.0,84,4,4,2,0,16.3,Engineering
REV0004343,EMP01226,2020,Q4,3.1,90,5,3,4,0,13.9,HR
REV0004344,EMP01226,2021,Q1,3.6,78,2,5,3,0,17.4,HR
REV0004345,EMP01226,2022,Q3,2.9,89,4,3,4,0,25.8,HR
REV0004346,EMP01227,2020,Q4,4.7,63,2,3,3,0,4.1,Finance
REV0004347,EMP01227,2021,Q1,4.5,63,3,5,3,0,26.0,Finance
REV0004348,EMP01227,2022,Q3,2.8,57,2,4,4,1,11.8,Finance
REV0004349,EMP01227,2023,Q4,3.2,50,3,3,3,0,16.2,Finance
REV0004350,EMP01228,2020,Q3,2.0,60,3,5,4,1,27.5,HR
REV0004351,EMP01228,2021,Q4,4.3,52,2,4,1,1,25.3,HR
REV0004352,EMP01228,2022,Q3,3.8,67,5,5,4,0,18.7,HR
REV0004353,EMP01228,2023,Q3,4.9,61,3,4,5,0,26.5,HR
REV0004354,EMP01228,2024,Q1,4.7,52,2,2,4,0,25.8,HR
REV0004355,EMP01229,2020,Q3,3.1,93,4,3,1,0,18.1,Sales
REV0004356,EMP01229,2021,Q2,4.1,96,2,4,4,0,9.1,Sales
REV0004357,EMP01229,2022,Q4,2.6,60,4,2,5,0,11.5,Sales
REV0004358,EMP01230,2020,Q4,2.1,100,4,4,3,0,7.3,Operations
REV0004359,EMP01230,2021,Q4,2.4,98,3,3,4,0,29.4,Operations
REV0004360,EMP01230,2022,Q3,4.6,94,4,4,4,0,15.8,Operations
REV0004361,EMP01230,2023,Q4,2.1,99,4,5,4,0,19.0,Operations
REV0004362,EMP01231,2020,Q1,3.4,78,2,4,4,0,17.8,Data Analytics
REV0004363,EMP01231,2021,Q4,3.3,91,1,3,4,0,14.3,Data Analytics
REV0004364,EMP01231,2022,Q2,2.3,53,4,4,1,0,15.6,Data Analytics
REV0004365,EMP01231,2023,Q4,2.8,98,4,4,4,1,29.4,Data Analytics
REV0004366,EMP01232,2020,Q2,4.7,100,2,4,4,0,3.3,Product
REV0004367,EMP01233,2020,Q4,3.1,96,3,4,4,0,22.4,Finance
REV0004368,EMP01233,2021,Q4,2.1,80,5,4,5,0,12.9,Finance
REV0004369,EMP01233,2022,Q1,3.4,78,2,5,5,1,18.0,Finance
REV0004370,EMP01233,2023,Q4,2.7,92,3,4,2,1,25.2,Finance
REV0004371,EMP01233,2024,Q3,3.0,66,2,5,3,0,10.3,Finance
REV0004372,EMP01234,2020,Q1,3.4,69,5,4,3,1,14.0,Engineering
REV0004373,EMP01235,2020,Q2,4.1,72,4,4,4,0,29.6,Legal
REV0004374,EMP01235,2021,Q2,2.2,83,4,4,3,0,24.9,Legal
REV0004375,EMP01235,2022,Q2,2.7,59,2,2,4,0,13.1,Legal
REV0004376,EMP01235,2023,Q2,4.7,59,4,4,5,0,22.5,Legal
REV0004377,EMP01236,2020,Q1,4.5,84,3,5,5,0,12.8,Product
REV0004378,EMP01236,2021,Q3,2.6,62,4,4,4,1,4.9,Product
REV0004379,EMP01236,2022,Q3,3.9,89,4,4,3,0,24.9,Product
REV0004380,EMP01236,2023,Q3,2.5,85,2,4,3,0,4.2,Product
REV0004381,EMP01236,2024,Q2,3.7,87,4,3,3,0,16.3,Product
REV0004382,EMP01237,2020,Q3,2.5,98,3,4,4,0,8.8,Marketing
REV0004383,EMP01238,2020,Q3,2.3,96,3,4,4,0,8.6,Marketing
REV0004384,EMP01238,2021,Q2,3.7,51,3,3,4,0,7.2,Marketing
REV0004385,EMP01238,2022,Q2,2.6,66,3,3,4,0,6.7,Marketing
REV0004386,EMP01238,2023,Q4,2.3,69,4,3,2,0,15.5,Marketing
REV0004387,EMP01238,2024,Q3,3.6,97,4,2,4,1,14.7,Marketing
REV0004388,EMP01239,2020,Q1,2.3,86,4,4,4,0,4.3,Customer Success
REV0004389,EMP01239,2021,Q4,3.9,56,3,4,4,0,12.7,Customer Success
REV0004390,EMP01240,2020,Q2,4.0,92,3,3,5,0,13.3,Engineering
REV0004391,EMP01240,2021,Q1,2.6,99,4,4,4,0,12.7,Engineering
REV0004392,EMP01241,2020,Q3,2.7,57,3,5,3,0,30.0,HR
REV0004393,EMP01241,2021,Q1,2.5,59,5,3,1,0,28.9,HR
REV0004394,EMP01242,2020,Q2,3.6,60,4,3,4,0,18.3,Finance
REV0004395,EMP01243,2020,Q2,3.3,70,3,3,5,1,23.9,Product
REV0004396,EMP01244,2020,Q2,2.6,94,4,3,5,0,10.4,Engineering
REV0004397,EMP01244,2021,Q2,4.8,83,4,3,4,0,13.4,Engineering
REV0004398,EMP01244,2022,Q2,2.5,78,4,5,5,0,18.8,Engineering
REV0004399,EMP01244,2023,Q4,4.0,90,5,5,3,1,25.3,Engineering
REV0004400,EMP01245,2020,Q1,2.2,59,4,3,5,0,13.2,Finance
REV0004401,EMP01246,2020,Q2,2.6,81,3,3,4,0,27.0,Data Analytics
REV0004402,EMP01247,2020,Q4,4.5,80,4,2,4,0,6.5,Legal
REV0004403,EMP01247,2021,Q4,2.1,87,2,2,4,1,18.0,Legal
REV0004404,EMP01247,2022,Q2,2.1,93,4,4,4,0,3.2,Legal
REV0004405,EMP01248,2020,Q3,3.4,55,2,5,3,0,9.2,HR
REV0004406,EMP01248,2021,Q3,4.6,57,5,5,3,1,8.6,HR
REV0004407,EMP01248,2022,Q2,3.2,55,4,4,3,0,12.7,HR
REV0004408,EMP01248,2023,Q3,4.4,87,3,3,5,0,15.6,HR
REV0004409,EMP01249,2020,Q2,4.7,58,4,5,4,1,19.0,Sales
REV0004410,EMP01249,2021,Q1,4.4,80,4,1,4,1,20.6,Sales
REV0004411,EMP01249,2022,Q2,4.1,87,1,5,4,0,30.0,Sales
REV0004412,EMP01249,2023,Q2,2.1,75,1,3,5,0,20.4,Sales
REV0004413,EMP01249,2024,Q3,4.3,73,4,1,4,0,23.1,Sales
REV0004414,EMP01250,2020,Q3,2.2,98,4,2,5,0,9.9,Legal
REV0004415,EMP01250,2021,Q3,4.1,69,1,4,5,0,21.2,Legal
REV0004416,EMP01250,2022,Q1,4.7,68,4,4,1,0,27.9,Legal
REV0004417,EMP01250,2023,Q2,2.6,79,3,5,3,0,29.0,Legal
